"Name","K","Kin","Kout","TypeI","TypeII"
"CD4",49,38,11,0,1
"PTK2B",42,24,18,0,1
"RCC1",36,32,4,0,1
"CD14",6,1,5,0,1
"ITGB2",26,11,15,0,1
"ITGA3",51,46,5,0,1
"ITGA6",40,32,8,0,1
"ITGB1",92,62,30,0,1
"CD79A",12,7,5,0,1
"PTPRC",40,22,18,0,1
"LAT",22,11,11,0,1
"CD247",24,9,15,0,1
"TRAF2",78,19,59,0,1
"TRAF3",43,37,6,0,1
"GRAP2",50,40,10,0,1
"CD3E",16,13,3,0,1
"IL16",20,14,6,0,1
"PTK2",62,37,25,0,1
"UBQLN1",55,46,9,0,1
"CD48",13,9,4,0,1
"CD55",38,36,2,0,1
"CD81",28,25,3,0,1
"ITGA4",24,20,4,0,1
"COL4A1",77,71,6,0,1
"COL4A3",30,24,6,0,1
"MELK",63,62,1,0,1
"SAFB",18,13,5,0,1
"ITSN1",63,55,8,0,1
"KTN1",30,28,2,0,1
"TNK2",37,36,1,0,1
"CDCA3",34,31,3,0,1
"CDH2",38,34,4,0,1
"CDH5",28,23,5,0,1
"CTNNA1",34,31,3,0,1
"CDKN1B",102,89,13,0,1
"MCM7",63,54,9,0,1
"GATA2",268,26,242,0,1
"SPI1",446,21,425,0,1
"SMARCC1",62,46,16,0,1
"SRF",243,35,208,0,1
"TRIM28",41,40,1,0,1
"SPTBN2",42,39,3,0,1
"NEK2",11,9,2,0,1
"CEP76",20,17,3,0,1
"SNAP23",39,32,7,0,1
"SERBP1",110,107,3,0,1
"CHGB",8,5,3,0,1
"RAB1A",53,51,2,0,1
"CHMP2A",10,8,2,0,1
"CHMP4A",4,2,2,0,1
"ICAM3",8,6,2,0,1
"TYROBP",8,6,2,0,1
"HGS",27,15,12,0,1
"RABAC1",48,39,9,0,1
"CNKSR1",3,2,1,0,1
"CNKSR2",26,24,2,0,1
"GNA15",5,3,2,0,1
"GNAI1",19,18,1,0,1
"MET",41,30,11,0,1
"IL6ST",119,113,6,0,1
"CNTN1",20,18,2,0,1
"PTPRB",44,41,3,0,1
"COL17A1",8,3,5,0,1
"FBLN2",26,22,4,0,1
"IGFBP3",35,31,4,0,1
"TGFBI",25,22,3,0,1
"PLA2G4A",19,17,2,0,1
"SNCA",21,9,12,0,1
"COL2A1",11,9,2,0,1
"PXN",41,27,14,0,1
"XRN2",18,16,2,0,1
"COPS3",26,22,4,0,1
"CPE",57,51,6,0,1
"POLA2",48,41,7,0,1
"RPA1",36,24,12,0,1
"PLSCR1",41,29,12,0,1
"EBF1",295,38,257,0,1
"MAFG",40,37,3,0,1
"NFATC2",59,49,10,0,1
"PROX1",64,51,13,0,1
"SNIP1",62,57,5,0,1
"THRA",98,87,11,0,1
"TUBB2A",82,81,1,0,1
"IRS2",56,51,5,0,1
"SYN1",12,10,2,0,1
"CRMP1",34,20,14,0,1
"CRY2",54,51,3,0,1
"CSF1",35,32,3,0,1
"INPP5D",19,9,10,0,1
"CSF2RB",21,10,11,0,1
"KDR",52,34,18,0,1
"HNRNPK",56,48,8,0,1
"PPP1R8",20,14,6,0,1
"ERCC8",15,13,2,0,1
"LMO4",41,40,1,0,1
"RNF126",19,16,3,0,1
"RNF7",18,17,1,0,1
"CTCF",434,33,401,0,1
"CTGF",52,50,2,0,1
"NOV",11,8,3,0,1
"RUVBL1",18,17,1,0,1
"ZFYVE9",49,42,7,0,1
"SHBG",8,3,5,0,1
"GP1BA",8,5,3,0,1
"CTSS",15,14,1,0,1
"CTTN",29,26,3,0,1
"LNX1",16,9,7,0,1
"NCF4",8,7,1,0,1
"CYCS",70,69,1,0,1
"FMR1",41,40,1,0,1
"SIX1",57,55,2,0,1
"PIK3R3",42,39,3,0,1
"PML",17,14,3,0,1
"DCK",19,18,1,0,1
"TRIM39",12,11,1,0,1
"DDR1",19,12,7,0,1
"DDR2",41,38,3,0,1
"PAFAH1B3",20,17,3,0,1
"DFNB31",3,1,2,0,1
"DLEU1",15,13,2,0,1
"PSMA1",17,11,6,0,1
"DLG1",48,23,25,0,1
"KCNA2",10,8,2,0,1
"DLG2",47,31,16,0,1
"NOS1",19,14,5,0,1
"DLG3",27,18,9,0,1
"DLST",20,18,2,0,1
"SOX8",9,5,4,0,1
"DNAJA1",55,50,5,0,1
"HSPA1B",60,59,1,0,1
"TRIM27",29,26,3,0,1
"DOK1",25,11,14,0,1
"EPB41L2",21,16,5,0,1
"NCK1",57,22,35,0,1
"NOTCH1",36,32,4,0,1
"UBE2D3",68,65,3,0,1
"DUSP23",14,8,6,0,1
"EED",42,37,5,0,1
"PRPF3",7,4,3,0,1
"RPS10",12,10,2,0,1
"PNN",26,21,5,0,1
"E2F6",336,33,303,0,1
"TFDP1",36,33,3,0,1
"EDNRA",32,30,2,0,1
"EXOSC4",15,5,10,0,1
"EEF1D",47,43,4,0,1
"EFNA1",54,52,2,0,1
"EFNA3",39,38,1,0,1
"PRSS23",40,35,5,0,1
"RGS3",19,14,5,0,1
"EFNB2",61,55,6,0,1
"HOMER1",37,29,8,0,1
"PTPN13",21,17,4,0,1
"SNRPD2",16,9,7,0,1
"EIF3E",18,14,4,0,1
"MVD",8,7,1,0,1
"RPL6",9,8,1,0,1
"NMI",16,15,1,0,1
"TES",46,42,4,0,1
"SYNCRIP",106,105,1,0,1
"ERBB3",47,34,13,0,1
"ERCC5",7,4,3,0,1
"ERG",550,35,515,0,1
"FLI1",431,32,399,0,1
"IGSF21",11,6,5,0,1
"PIK3CB",57,50,7,0,1
"NR0B1",3,2,1,0,1
"PSMC5",19,17,2,0,1
"PPARGC1A",55,54,1,0,1
"RAD23A",17,11,6,0,1
"PLCB3",20,18,2,0,1
"EXOSC10",21,14,7,0,1
"MPP6",35,33,2,0,1
"RAB27A",38,30,8,0,1
"F10",11,7,4,0,1
"PROC",5,4,1,0,1
"F2R",40,32,8,0,1
"ITGAV",45,36,9,0,1
"F2RL2",26,23,3,0,1
"RAP1A",51,39,12,0,1
"PRMT1",24,17,7,0,1
"FCGR1A",6,2,4,0,1
"GNAO1",28,14,14,0,1
"SYT1",46,42,4,0,1
"RPS6KA3",90,82,8,0,1
"VTN",13,4,9,0,1
"FIGF",5,3,2,0,1
"TRIM23",33,31,2,0,1
"VHL",43,37,6,0,1
"SYNJ1",40,34,6,0,1
"GATA4",173,15,158,0,1
"PRKCZ",23,13,10,0,1
"TAF10",18,11,7,0,1
"FXR2",38,31,7,0,1
"GABARAP",20,17,3,0,1
"GRASP",8,6,2,0,1
"SH3GL3",7,3,4,0,1
"GNAQ",62,49,13,0,1
"IARS",33,32,1,0,1
"NR5A1",6,4,2,0,1
"MBD3",392,35,357,0,1
"MBD2",47,44,3,0,1
"RGS1",16,14,2,0,1
"GDF9",5,2,3,0,1
"S100A8",15,12,3,0,1
"GDI2",36,35,1,0,1
"NCAM1",26,23,3,0,1
"RET",23,15,8,0,1
"GGA1",29,23,6,0,1
"M6PR",43,42,1,0,1
"GGA3",37,34,3,0,1
"RGS19",22,16,6,0,1
"PTN",22,9,13,0,1
"HMOX2",19,14,5,0,1
"HTR2A",28,21,7,0,1
"TRPC3",28,21,7,0,1
"RGS16",25,22,3,0,1
"GNAI3",37,31,6,0,1
"RGS12",11,7,4,0,1
"GNAS",56,50,6,0,1
"PABPC1",77,71,6,0,1
"PPP2R5A",17,15,2,0,1
"NUDT18",20,14,6,0,1
"GOLGA2",29,24,5,0,1
"GOLGA4",48,46,2,0,1
"IGF2",61,55,6,0,1
"LRSAM1",16,13,3,0,1
"TPD52L1",13,9,4,0,1
"GRM1",23,19,4,0,1
"USP8",34,32,2,0,1
"PPP2R2A",45,42,3,0,1
"GTF2B",36,33,3,0,1
"HAND2",53,27,26,0,1
"HEYL",71,67,4,0,1
"MMP2",52,33,19,0,1
"HCST",3,2,1,0,1
"SMAD7",79,69,10,0,1
"SHH",28,27,1,0,1
"HIPK2",57,54,3,0,1
"HMGCR",40,39,1,0,1
"NR1H2",56,12,44,0,1
"TCF3",394,23,371,0,1
"MEIS1",42,35,7,0,1
"PBX1",213,35,178,0,1
"HOXB7",6,4,2,0,1
"POLR2E",22,18,4,0,1
"VDAC1",27,25,2,0,1
"HSPB1",11,7,4,0,1
"MPDZ",13,9,4,0,1
"HTRA1",16,9,7,0,1
"ICAM1",30,28,2,0,1
"ID1",23,19,4,0,1
"IFNAR1",46,39,7,0,1
"IGFBP5",104,98,6,0,1
"PLAU",23,20,3,0,1
"RANBP10",22,21,1,0,1
"IL10RB",26,24,2,0,1
"IL4R",17,8,9,0,1
"PPP1R12C",28,27,1,0,1
"IL18",9,6,3,0,1
"IL1RAP",37,29,8,0,1
"NGFR",37,29,8,0,1
"IL21",2,1,1,0,1
"PTPN6",55,16,39,0,1
"IRAK1",42,30,12,0,1
"IRF3",29,12,17,0,1
"TLN1",82,76,6,0,1
