"Name","K","Kin","Kout","TypeI","TypeII"
"DIAPH2",47,46,1,0,1
"UBQLN4",47,33,14,0,1
"DLG1",50,19,31,0,1
"GRIN2B",59,52,7,0,1
"DLG2",36,22,14,0,1
"NOS1",28,21,7,0,1
"PFN1",60,49,11,0,1
"DYNLL2",74,71,3,0,1
"DLST",17,16,1,0,1
"FLII",18,16,2,0,1
"SOX10",24,9,15,0,1
"FZR1",18,15,3,0,1
"USP8",29,27,2,0,1
"DNMT3A",121,46,75,0,1
"RAC1",90,74,16,0,1
"KIAA1279",23,19,4,0,1
"FAP",8,7,1,0,1
"GIPC1",37,29,8,0,1
"DUSP23",14,9,5,0,1
"DYNC1I1",24,17,7,0,1
"PARD3",45,38,7,0,1
"DYRK1B",36,32,4,0,1
"MBP",25,8,17,0,1
"E2F3",148,73,75,0,1
"TFDP1",34,31,3,0,1
"E2F6",349,35,314,0,1
"RHOG",20,16,4,0,1
"MVD",5,4,1,0,1
"EFNA4",4,3,1,0,1
"MAP2K4",43,37,6,0,1
"PTPN13",32,26,6,0,1
"HOMER1",45,38,7,0,1
"SDCBP",42,38,4,0,1
"SNRPD2",15,7,8,0,1
"SOX8",8,6,2,0,1
"GADD45G",22,15,7,0,1
"ELN",21,19,2,0,1
"SIGIRR",9,7,2,0,1
"ING4",10,8,2,0,1
"NUMA1",13,12,1,0,1
"EPHB2",37,33,4,0,1
"GRAP",10,7,3,0,1
"TNFRSF1A",30,14,16,0,1
"PKP4",27,25,2,0,1
"PTK6",21,19,2,0,1
"ERCC3",11,9,2,0,1
"FLI1",449,23,426,0,1
"PSMC5",26,24,2,0,1
"ESR2",70,41,29,0,1
"UPF2",32,22,10,0,1
"EXOSC2",73,70,3,0,1
"EXOSC4",14,5,9,0,1
"RAB27A",37,30,7,0,1
"SGTA",13,7,6,0,1
"TJP1",47,36,11,0,1
"F2",28,19,9,0,1
"KNG1",11,3,8,0,1
"F2R",40,35,5,0,1
"RAP1A",54,44,10,0,1
"FCER1G",10,5,5,0,1
"FCGR1A",6,2,4,0,1
"ZAP70",31,4,27,0,1
"RPS6KA3",96,86,10,0,1
"FGFR1",34,32,2,0,1
"FIGF",6,4,2,0,1
"FKBP1A",55,54,1,0,1
"SYNJ1",25,18,7,0,1
"NR1H3",79,12,67,0,1
"TAF10",21,11,10,0,1
"FXR2",43,35,8,0,1
"SLC35E1",30,29,1,0,1
"GOPC",34,26,8,0,1
"LRP6",64,60,4,0,1
"SFRP1",21,20,1,0,1
"RYK",33,31,2,0,1
"MAP3K3",56,53,3,0,1
"GABARAP",24,18,6,0,1
"PPP3CA",39,32,7,0,1
"GNAQ",65,48,17,0,1
"IARS",26,25,1,0,1
"GATA2",206,15,191,0,1
"MBD3",401,35,366,0,1
"NMI",11,10,1,0,1
"S100A1",4,3,1,0,1
"GNB1",51,45,6,0,1
"GNA15",4,3,1,0,1
"RGS4",20,18,2,0,1
"GNAI3",45,35,10,0,1
"GNAS",43,39,4,0,1
"NUDT18",17,11,6,0,1
"GOLGA2",33,24,9,0,1
"GOLGA4",39,37,2,0,1
"STX6",59,57,2,0,1
"IGF2",49,46,3,0,1
"STUB1",17,5,12,0,1
"PICK1",10,3,7,0,1
"PRSS23",26,22,4,0,1
"LMNB1",66,58,8,0,1
"HAND2",96,35,61,0,1
"HEXDC",6,3,3,0,1
"SMAD7",47,34,13,0,1
"SNAP25",51,47,4,0,1
"HIPK2",51,46,5,0,1
"IRF1",286,37,249,0,1
"HMGXB4",50,48,2,0,1
"NR1H2",67,11,56,0,1
"MEIS1",49,41,8,0,1
"HOXB7",7,4,3,0,1
"HOXC8",61,60,1,0,1
"SMAD6",27,25,2,0,1
"IKBKE",13,11,2,0,1
"HSPA1B",47,45,2,0,1
"HSPA5",61,50,11,0,1
"HSPB1",9,7,2,0,1
"LAPTM5",14,13,1,0,1
"IL2RG",9,6,3,0,1
"ICAM3",7,5,2,0,1
"ID3",34,32,2,0,1
"IDH3B",9,8,1,0,1
"IFNAR1",51,44,7,0,1
"IFNGR2",24,22,2,0,1
"IGF1",89,88,1,0,1
"IGFBP5",92,88,4,0,1
"IL4R",13,8,5,0,1
"KCND1",18,17,1,0,1
"IL18",8,5,3,0,1
"IL1RAP",37,29,8,0,1
"IL21",2,1,1,0,1
"PTPN6",64,16,48,0,1
"ILK",36,27,9,0,1
"LIMS1",46,42,4,0,1
"IRAK1",55,34,21,0,1
"TRAF4",29,25,4,0,1
