"Name","K","Kin","Kout","TypeI","TypeII"
"TRAK2",8,6,2,0,1
"IARS",7,6,1,0,1
"NR5A1",5,3,2,0,1
"MBD3",89,17,72,0,1
"GBP2",10,3,7,0,1
"NCAM1",9,4,5,0,1
"PDLIM7",11,7,4,0,1
"GGA3",5,3,2,0,1
"RPS27A",5,3,2,0,1
"RGS19",14,7,7,0,1
"PSD",4,2,2,0,1
"HTR2A",20,12,8,0,1
"RGS20",3,2,1,0,1
"RGS4",11,10,1,0,1
"NUCB1",11,10,1,0,1
"GNAI3",26,17,9,0,1
"PLCB1",13,9,4,0,1
"NUDT18",13,7,6,0,1
"MEP1A",3,2,1,0,1
"GOLGA2",10,3,7,0,1
"RHOQ",23,18,5,0,1
"OSGEP",12,4,8,0,1
"IGF2",31,26,5,0,1
"LRSAM1",10,6,4,0,1
"TPD52L1",4,3,1,0,1
"STMN2",10,9,1,0,1
"GPRASP2",12,2,10,0,1
"GRASP",6,3,3,0,1
"PDCD6IP",26,14,12,0,1
"USP8",13,11,2,0,1
"IGSF21",7,5,2,0,1
"NSFL1C",5,4,1,0,1
"TAF1C",9,5,4,0,1
"HAND2",24,12,12,0,1
"HEYL",20,18,2,0,1
"MMP7",11,3,8,0,1
"HBEGF",12,9,3,0,1
"TARBP2",11,8,3,0,1
"NR4A1",20,6,14,0,1
"HEXDC",5,3,2,0,1
"SMAD7",23,13,10,0,1
"PLAU",12,8,4,0,1
"HLA-B",10,6,4,0,1
"NR1H2",28,3,25,0,1
"HOXA1",24,23,1,0,1
"MEIS1",22,17,5,0,1
"HOXA9",22,18,4,0,1
"PBX1",14,4,10,0,1
"HOXC8",20,18,2,0,1
"SMAD6",14,11,3,0,1
"NUAK1",34,28,6,0,1
"PARD6B",15,11,4,0,1
"IFNAR1",23,14,9,0,1
"IFNG",5,4,1,0,1
"IFNGR2",9,5,4,0,1
"IGF1",53,52,1,0,1
"IKZF1",17,5,12,0,1
"IKZF4",8,6,2,0,1
"IKZF5",7,5,2,0,1
"IL12B",5,4,1,0,1
"IL4R",12,3,9,0,1
"KCND1",8,7,1,0,1
"TICAM2",11,5,6,0,1
"IRAK1",43,20,23,0,1
"NGFR",23,12,11,0,1
"IL21",2,1,1,0,1
"IL2RA",9,5,4,0,1
"SDC1",14,6,8,0,1
"LIMS1",24,19,5,0,1
"IRF8",9,6,3,0,1
"IRF3",19,11,8,0,1
"IRF4",29,12,17,0,1
"TLN1",38,30,8,0,1
"ITGA2",14,4,10,0,1
"ITGB5",13,5,8,0,1
"VTN",11,4,7,0,1
"PTPN6",50,7,43,0,1
"RIBC2",5,3,2,0,1
"KISS1",2,1,1,0,1
"KTN1",11,8,3,0,1
"LEF1",14,6,8,0,1
"LEPR",23,12,11,0,1
"TMPO",11,7,4,0,1
"SHANK2",4,1,3,0,1
"LSM2",9,3,6,0,1
"LSM4",14,9,5,0,1
"LSM5",10,6,4,0,1
"LTA",4,2,2,0,1
